facility_id,predicted_satisfaction,actual_satisfaction,rank,priority,feature,shap_impact,recommendation,estimated_impact
,74.35,72.88,1,MEDIUM,bed_count,1.865,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.35,72.88,2,HIGH,MORT_30_AMI,0.1458,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.35,72.88,3,HIGH,hospital_overall_rating,-0.0866,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,76.34,73.25,1,MEDIUM,bed_count,2.164,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.34,73.25,2,HIGH,MORT_30_AMI,0.0926,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,76.34,73.25,3,HIGH,OP_18b,0.0615,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,77.65,79.25,1,MEDIUM,bed_count,1.8597,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.65,79.25,2,HIGH,avg_er_wait_minutes,0.5787,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,77.65,79.25,3,HIGH,OP_18b,0.2604,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,77.25,77.38,1,MEDIUM,bed_count,3.2179,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.25,77.38,2,HIGH,MORT_30_AMI,0.0805,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.32,73.0,1,HIGH,MORT_30_AMI,0.1426,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.32,73.0,2,MEDIUM,bed_count,0.0577,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.32,73.0,3,LOW,deprivation_index,0.0239,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,74.58,73.25,1,MEDIUM,bed_count,3.4059,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.58,73.25,2,HIGH,hospital_overall_rating,-1.936,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,74.58,73.25,3,HIGH,MORT_30_AMI,0.1683,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,78.87,81.12,1,MEDIUM,bed_count,2.9647,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.87,81.12,2,HIGH,avg_er_wait_minutes,0.4068,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.87,81.12,3,HIGH,MORT_30_AMI,0.2075,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,76.17,79.62,1,MEDIUM,bed_count,0.8969,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.17,79.62,2,HIGH,MORT_30_AMI,0.0733,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,76.17,79.62,3,HIGH,avg_er_wait_minutes,0.0598,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,74.03,73.62,1,HIGH,MORT_30_AMI,0.1913,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.03,73.62,2,HIGH,OP_18b,0.1631,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.03,73.62,3,HIGH,avg_er_wait_minutes,0.0771,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.19,72.88,1,HIGH,OP_18b,0.3008,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.19,72.88,2,HIGH,MORT_30_AMI,0.134,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.19,72.88,3,HIGH,avg_er_wait_minutes,0.1232,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,73.04,72.88,1,HIGH,OP_18b,0.1704,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.04,72.88,2,HIGH,MORT_30_AMI,0.1457,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.04,72.88,3,HIGH,avg_er_wait_minutes,0.0662,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.75,72.88,1,HIGH,OP_18b,0.3024,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.75,72.88,2,HIGH,MORT_30_AMI,0.1395,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.75,72.88,3,HIGH,avg_er_wait_minutes,0.1241,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.72,72.88,1,MEDIUM,bed_count,0.2138,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.72,72.88,2,HIGH,MORT_30_AMI,0.1474,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.72,72.88,3,HIGH,hospital_overall_rating,-0.0386,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,73.2,72.88,1,MEDIUM,bed_count,0.1751,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.2,72.88,2,HIGH,MORT_30_AMI,0.1448,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.2,72.88,3,HIGH,OP_18b,0.0541,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.29,72.88,1,HIGH,OP_18b,0.304,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.29,72.88,2,HIGH,avg_er_wait_minutes,0.1303,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.29,72.88,3,HIGH,MORT_30_AMI,0.1234,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.9,72.88,1,HIGH,OP_18b,0.2974,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.9,72.88,2,HIGH,MORT_30_AMI,0.121,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.9,72.88,3,HIGH,avg_er_wait_minutes,0.1179,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,73.53,72.88,1,MEDIUM,bed_count,1.9417,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.53,72.88,2,HIGH,MORT_30_AMI,0.1413,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.53,72.88,3,HIGH,hospital_overall_rating,-0.1353,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.81,72.88,1,MEDIUM,bed_count,1.5564,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.81,72.88,2,HIGH,MORT_30_AMI,0.1367,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.81,72.88,3,HIGH,hospital_overall_rating,-0.1104,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.9,72.88,1,HIGH,MORT_30_AMI,0.1562,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.9,72.88,2,MEDIUM,bed_count,0.1364,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.9,72.88,3,HIGH,OP_18b,0.077,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.72,72.88,1,MEDIUM,bed_count,1.5505,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.72,72.88,2,HIGH,MORT_30_AMI,0.131,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.72,72.88,3,HIGH,hospital_overall_rating,-0.1289,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,73.12,72.88,1,MEDIUM,bed_count,1.5386,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.12,72.88,2,HIGH,MORT_30_AMI,0.1391,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.12,72.88,3,HIGH,hospital_overall_rating,-0.1387,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,73.03,72.88,1,MEDIUM,bed_count,0.8412,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.03,72.88,2,HIGH,MORT_30_AMI,0.1454,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.03,72.88,3,HIGH,hospital_overall_rating,-0.0217,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.79,72.88,1,HIGH,OP_18b,0.2818,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.79,72.88,2,HIGH,MORT_30_AMI,0.1374,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.79,72.88,3,HIGH,avg_er_wait_minutes,0.1102,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,68.74,69.25,1,LOW,deprivation_index,0.0024,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,64.69,64.5,1,HIGH,hospital_overall_rating,-0.106,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,64.69,64.5,2,LOW,deprivation_index,0.0133,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,63.84,63.0,1,HIGH,hospital_overall_rating,-0.3821,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,83.3,84.75,1,HIGH,avg_er_wait_minutes,0.515,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,83.3,84.75,2,HIGH,OP_18b,0.4811,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,83.3,84.75,3,LOW,deprivation_index,0.2123,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,71.78,72.88,1,MEDIUM,bed_count,0.3304,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,71.78,72.88,2,HIGH,MORT_30_AMI,0.121,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,71.78,72.88,3,HIGH,hospital_overall_rating,-0.0634,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,70.08,70.38,1,HIGH,OP_18b,0.1294,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,70.08,70.38,2,HIGH,avg_er_wait_minutes,0.0559,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,70.08,70.38,3,LOW,deprivation_index,0.0263,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,74.12,72.88,1,MEDIUM,bed_count,1.918,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.12,72.88,2,HIGH,OP_18b,0.3067,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.12,72.88,3,HIGH,MORT_30_AMI,0.1522,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.23,72.88,1,MEDIUM,bed_count,2.67,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.23,72.88,2,HIGH,MORT_30_AMI,0.149,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.23,72.88,3,LOW,pct_uninsured,0.0317,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,75.55,73.62,1,MEDIUM,bed_count,2.7115,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.55,73.62,2,HIGH,avg_er_wait_minutes,0.1709,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.55,73.62,3,HIGH,MORT_30_AMI,0.1367,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,82.31,83.75,1,MEDIUM,bed_count,3.5249,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,82.31,83.75,2,HIGH,avg_er_wait_minutes,0.7104,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,82.31,83.75,3,HIGH,OP_18b,0.3859,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,75.61,72.88,1,MEDIUM,bed_count,2.0211,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.61,72.88,2,HIGH,avg_er_wait_minutes,0.4433,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.61,72.88,3,HIGH,OP_18b,0.2968,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.19,72.88,1,MEDIUM,bed_count,1.9901,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.19,72.88,2,HIGH,OP_18b,0.2044,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.19,72.88,3,HIGH,MORT_30_AMI,0.1528,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.74,78.38,1,MEDIUM,bed_count,3.6358,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.74,78.38,2,HIGH,OP_18b,0.28,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,75.74,78.38,3,HIGH,avg_er_wait_minutes,0.2462,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.47,76.88,1,MEDIUM,bed_count,2.1728,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.47,76.88,2,HIGH,OP_18b,0.3554,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,78.47,76.88,3,HIGH,avg_er_wait_minutes,0.3217,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.18,72.88,1,MEDIUM,bed_count,2.8291,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.18,72.88,2,HIGH,MORT_30_AMI,0.1513,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.18,72.88,3,HIGH,OP_18b,0.1022,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,75.61,72.88,1,MEDIUM,bed_count,2.0581,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.61,72.88,2,HIGH,avg_er_wait_minutes,0.6658,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.61,72.88,3,HIGH,OP_18b,0.4354,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,80.86,84.0,1,MEDIUM,bed_count,4.5417,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,80.86,84.0,2,HIGH,OP_18b,0.2899,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,80.86,84.0,3,LOW,pct_uninsured,0.2394,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,75.09,72.88,1,MEDIUM,bed_count,1.9806,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.09,72.88,2,HIGH,avg_er_wait_minutes,0.3415,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.09,72.88,3,HIGH,OP_18b,0.2575,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,82.42,87.0,1,MEDIUM,bed_count,4.5177,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,82.42,87.0,2,HIGH,avg_er_wait_minutes,1.2921,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,82.42,87.0,3,HIGH,OP_18b,0.4827,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.89,72.88,1,MEDIUM,bed_count,1.5665,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.89,72.88,2,HIGH,OP_18b,0.1922,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.89,72.88,3,HIGH,MORT_30_AMI,0.154,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.49,72.88,1,MEDIUM,bed_count,1.646,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.49,72.88,2,HIGH,avg_er_wait_minutes,0.3181,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,74.49,72.88,3,HIGH,OP_18b,0.2554,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,81.46,85.38,1,MEDIUM,bed_count,3.6062,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,81.46,85.38,2,HIGH,avg_er_wait_minutes,1.0325,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,81.46,85.38,3,HIGH,OP_18b,0.4635,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.96,72.88,1,MEDIUM,bed_count,1.8842,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.96,72.88,2,HIGH,OP_18b,0.2937,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.96,72.88,3,HIGH,avg_er_wait_minutes,0.238,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,80.24,90.0,1,MEDIUM,bed_count,2.2398,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,80.24,90.0,2,HIGH,avg_er_wait_minutes,0.9818,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,80.24,90.0,3,HIGH,OP_18b,0.5177,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,78.21,82.38,1,MEDIUM,bed_count,2.8264,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.21,82.38,2,HIGH,OP_18b,0.2726,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,78.21,82.38,3,HIGH,MORT_30_AMI,0.1572,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,85.13,86.0,1,MEDIUM,bed_count,4.8783,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,85.13,86.0,2,HIGH,avg_er_wait_minutes,1.086,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,85.13,86.0,3,HIGH,OP_18b,0.426,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,79.15,80.38,1,MEDIUM,bed_count,2.6438,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,79.15,80.38,2,HIGH,avg_er_wait_minutes,0.9237,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,79.15,80.38,3,HIGH,OP_18b,0.4154,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,76.21,72.88,1,MEDIUM,bed_count,2.653,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.21,72.88,2,HIGH,avg_er_wait_minutes,0.5538,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,76.21,72.88,3,HIGH,OP_18b,0.3129,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,78.48,87.5,1,MEDIUM,bed_count,3.1507,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.48,87.5,2,HIGH,avg_er_wait_minutes,0.5116,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.48,87.5,3,HIGH,OP_18b,0.4414,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,79.48,78.25,1,MEDIUM,bed_count,2.1945,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,79.48,78.25,2,HIGH,avg_er_wait_minutes,0.6335,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,79.48,78.25,3,HIGH,OP_18b,0.3543,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.73,72.88,1,MEDIUM,bed_count,2.1718,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.73,72.88,2,HIGH,MORT_30_AMI,0.1491,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.73,72.88,3,HIGH,OP_18b,0.128,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,82.82,84.5,1,MEDIUM,bed_count,4.5944,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,82.82,84.5,2,HIGH,avg_er_wait_minutes,1.0871,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,82.82,84.5,3,HIGH,OP_18b,0.3804,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.86,71.12,1,MEDIUM,bed_count,3.4036,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.86,71.12,2,HIGH,hospital_overall_rating,-3.2257,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,73.86,71.12,3,HIGH,avg_er_wait_minutes,0.2431,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,80.97,85.75,1,MEDIUM,bed_count,3.9639,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,80.97,85.75,2,HIGH,avg_er_wait_minutes,1.5168,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,80.97,85.75,3,HIGH,OP_18b,0.523,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.93,72.88,1,MEDIUM,bed_count,2.9048,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.93,72.88,2,HIGH,OP_18b,0.2189,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.93,72.88,3,HIGH,MORT_30_AMI,0.152,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,78.6,77.0,1,MEDIUM,bed_count,2.1802,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.6,77.0,2,HIGH,avg_er_wait_minutes,0.4668,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.6,77.0,3,HIGH,OP_18b,0.2815,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,75.82,72.88,1,MEDIUM,bed_count,2.5788,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.82,72.88,2,HIGH,MORT_30_AMI,0.1495,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.82,72.88,3,HIGH,OP_18b,0.1443,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.85,77.62,1,MEDIUM,bed_count,2.8904,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.85,77.62,2,HIGH,hospital_overall_rating,-1.9416,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,73.85,77.62,3,HIGH,avg_er_wait_minutes,0.3712,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,69.87,67.75,1,MEDIUM,bed_count,2.4017,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,69.87,67.75,2,HIGH,hospital_overall_rating,-2.3985,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.87,67.75,3,HIGH,OP_18b,0.114,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,69.54,66.38,1,MEDIUM,bed_count,1.757,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,69.54,66.38,2,HIGH,MORT_30_AMI,0.085,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,69.54,66.38,3,HIGH,hospital_overall_rating,-0.0156,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,78.42,79.38,1,MEDIUM,bed_count,2.309,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.42,79.38,2,HIGH,avg_er_wait_minutes,0.6127,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.42,79.38,3,HIGH,OP_18b,0.3366,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,70.7,69.88,1,MEDIUM,bed_count,2.7365,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,70.7,69.88,2,HIGH,hospital_overall_rating,-1.7856,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,70.7,69.88,3,HIGH,MORT_30_AMI,0.1026,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.01,72.88,1,MEDIUM,bed_count,1.7469,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.01,72.88,2,HIGH,MORT_30_AMI,0.1499,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.01,72.88,3,HIGH,OP_18b,0.0849,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.64,72.88,1,HIGH,OP_18b,0.2346,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.64,72.88,2,HIGH,avg_er_wait_minutes,0.1649,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.64,72.88,3,HIGH,MORT_30_AMI,0.1107,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.55,72.88,1,HIGH,OP_18b,0.2588,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.55,72.88,2,HIGH,avg_er_wait_minutes,0.1912,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.55,72.88,3,HIGH,MORT_30_AMI,0.1222,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,71.78,71.75,1,HIGH,avg_er_wait_minutes,0.0532,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,71.78,71.75,2,LOW,pct_uninsured,0.0285,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,74.17,77.0,1,HIGH,MORT_30_AMI,0.0653,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.17,77.0,2,HIGH,OP_18b,0.0259,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.17,77.0,3,LOW,pct_uninsured,0.0112,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,67.65,67.62,1,HIGH,hospital_overall_rating,-0.2105,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,67.65,67.62,2,LOW,pct_uninsured,0.0202,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,73.86,74.62,1,HIGH,MORT_30_AMI,0.7458,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.86,74.62,2,LOW,pct_uninsured,0.0452,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,68.42,68.88,1,HIGH,hospital_overall_rating,-0.2028,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
